rank,team_id,team,,tier,hltv_id,slug
9999,56597,rawkus-cawkus,,5,,
9999,56684,armyanevabudhabi,,5,,
9999,56926,yinxing-gaming-white,,5,,
9999,9074,team-hungary,,5,,
9999,9076,team-netherlands,,5,,
9999,17862,team-bulgaria,,5,,
9999,21441,ghost-gaming,,5,,
9999,35492,selva,,5,12447,selva
9999,36371,entropiq,,5,,
9999,41295,players,,5,11711,players
9999,45907,team-fander,,5,,
9999,46482,arrow,,5,,
9999,48773,zomblers,,5,,
9999,49567,sega-dll,,5,,
9999,50866,let-her-cook,,5,,
9999,51985,showmakerz,,5,,
9999,52185,loading,,5,,
9999,53051,mcs-gaming,,5,,
9999,54351,skyfury,,5,,
9999,55165,master-one,,5,,
9999,55695,yyhut,,5,,
9999,55696,chervyachki,,5,,
9999,55716,prasso-clan,,5,,
9999,55755,shanghaisharks,,5,,
9999,55824,ex-daystar,,5,,
9999,55867,kyouasa,,5,,
9999,55911,woe-from-wit,,5,,
9999,55937,d1nk-esports,,5,,
9999,55939,elo-terrorists,,5,,
9999,55944,fusion-esports,,5,,
9999,56106,team-xdm,,5,,
9999,56277,shadowcore,,5,,
9999,56343,inputprayers,,5,,
9999,56393,suxari,,5,,
9999,56397,timacademy1st,,5,,
9999,56496,pig5,,5,,
9999,56560,asp-14,,5,,
9999,56596,pokemon-go,,5,,
9999,56602,solaris,,5,,
9999,56658,team-gelo,,5,,
9999,56681,based,,5,,
9999,56683,pirates52,,5,,
9999,56686,penguinss,,5,,
9999,56735,balloon-boys,,5,,
9999,56765,the-mongolz-academy,,5,,
9999,56826,r2,,5,13327,r2
9999,56906,bezos-bois,,5,,
9999,7441,lemondogs,,5,,
9999,14380,maxxpower,,5,,
9999,14519,ibuymemes,,5,,
9999,21615,fightclub,,5,,
9999,43284,holly-molly,,5,,
9999,44634,nutorious,,5,,
9999,44644,baks-esports,,5,,
9999,48311,troublemakers,,5,,
9999,51308,oxuji-esports,,5,,
9999,51907,xperion-nxt,,5,,
9999,52485,le-lux-esports,,5,,
9999,53735,zennox,,5,,
9999,53840,aka-hero,,5,,
9999,54111,yenkee-academy,,5,,
9999,55062,eternal-premium,,5,,
9999,55718,ctrl-alt-defeat,,5,,
9999,55736,cyber-empire,,5,,
9999,55851,yaarmag-house,,5,,
9999,55991,damajuana,,5,,
9999,56112,past-our-prime,,5,,
9999,56322,zerance,,5,,
9999,56335,myztro-gaming,,5,,
9999,56399,krasnoyarsk,,5,,
9999,56423,locally-hated,,5,,
9999,56424,drugs-n-pugs,,5,,
9999,56566,fut-turkuaz,,5,,
9999,56739,wings-of-freedom,,5,,
9999,56785,dog,,5,,
9999,56919,bad luck,,5,13342,bad-luck
9999,31685,oksucc,,5,,
9999,34669,pokamolodoy,,5,,
9999,39363,infernal-void,,5,,
9999,53861,aura,,5,,
9999,53959,x7-team,,5,,
9999,55363,team-gateron,,5,,
9999,55519,aka-hero-kajo,,5,,
9999,55680,dark-cloud-esports,,5,,
9999,55694,flame-sharks,,5,,
9999,55899,4-eyez,,5,,
9999,55993,luigi-s-mansion,,5,,
9999,56484,energyultra,,5,,
9999,56579,subtick,,5,,
9999,29196,m1-gaming,,5,,
9999,37717,megoshort,,5,11018,megoshort
9999,47014,brahmas,,5,,
9999,49811,sangrija,,5,,
9999,50435,change-the-game,,5,,
9999,50550,ikari,,5,,
9999,51909,banger-gang,,5,,
9999,52944,leon-esports,,5,,
9999,55410,alaska,,5,,
9999,55752,sangal-alters,,5,,
9999,55754,rolling-stone,,5,,
9999,56105,ursa,,5,,
9999,56578,girl-kissers,,5,,
9999,56581,ex-sabre-esports,,5,,
9999,56792,crashers,,5,6788,crashers
9999,41482,only-one-word,,5,,
9999,44376,uno-mille,,5,,
9999,46654,sojoga,,5,,
9999,48275,nordix-esport,,5,,
9999,50544,depo,,5,,
9999,51876,havens,,5,,
9999,51919,eefsports,,5,,
9999,54771,lycus-empire,,5,,
9999,55137,m1z,,5,,
9999,55186,plush,,5,,
9999,55903,mercenaires,,5,,
9999,55906,ninja,,5,,
9999,56943,preasy-mix,,5,,
9999,32537,devils-one,,5,,
9999,36632,retired5,,5,,
9999,42174,team-austria,,5,,
9999,42712,recognised-talent,,5,,
9999,45861,ence-academy,,5,,
9999,46365,portuguese-family,,5,,
9999,47138,sharks-youngsters,,5,,
9999,51195,vibe,,5,,
9999,51867,forze-youngsters,,5,,
9999,53022,kario-mart,,5,,
9999,54411,ozempic-5,,5,,
9999,54466,st4rboys,,5,,
9999,54529,impulse-gw,,5,,
9999,54741,america-esports,,5,,
9999,54766,also,,5,,
9999,55591,tropa-do-kingui,,5,,
9999,55708,virtual-cottage,,5,,
9999,55744,antarctica,,5,,
9999,55747,bounty hunters female,,5,,
9999,55961,hooligangsters,,5,,
9999,56352,vodka team,,5,,
9999,36800,maestro,,5,,
9999,48755,tsunami-esports,,5,,
9999,51413,subutai,,5,,
9999,51781,nouns-female,,5,,
9999,53030,kr%C3%BC-esports,,5,,
9999,53065,kronjyllands-esport,,5,,
9999,53813,caldya-esport,,5,,
9999,55514,ex-uhka-esports,,5,,
9999,55644,spray-and-slay,,5,,
9999,55962,northern-cossacks,,5,,
9999,56565,marius,,5,,
9999,56620,jersa-esports,,5,,
9999,38242,team-villainous,,5,,
9999,44426,quazar,,5,11312,quazar
9999,45026,ghoulsw,,5,,
9999,47040,grannys-knockers,,5,,
9999,47433,andromeda,,5,,
9999,48859,zotix,,5,,
9999,49780,standonbusiness,,5,,
9999,51806,regain,,5,,
9999,52180,abyss,,5,,
9999,55796,ex-heimo-esports,,5,,
9999,55889,elite-klan-vellamo,,5,,
9999,56714,misa,,5,,
9999,46545,underground-esc,,5,,
9999,54103,belfast-storm,,5,,
9999,54762,bestia academy,,5,,
9999,15057,godsent,,5,,
9999,33755,newballs,,5,,
9999,35972,NAVI youth,,5,,
9999,36669,1dayheroes,,5,,
9999,48016,premdesant,,5,,
9999,52337,questionmark,,5,,
9999,52591,lan-party-hotel,,5,,
9999,53910,genesis,,5,,
9999,54117,annex,,5,,
9999,54608,db-peek-esports,,5,,
9999,54996,just-swing,,5,,
9999,55085,nomercy,,5,,
9999,55715,straight2killin,,5,,
9999,56090,atrivm,,5,,
9999,13637,esuba,,5,,
9999,37314,astralis-talent,,5,,
9999,48598,exusiai,,5,,
9999,50188,gods-reign,,5,,
9999,50579,akimbo,,5,12567,akimbo
9999,53201,interdit,,5,,
9999,53289,full-house-gaming,,5,,
9999,54233,housebets,,5,,
9999,55268,unsettled-resentment,,5,,
9999,55757,seoul,,5,,
9999,56040,true-synergy-gaming,,5,,
9999,36387,los-kogutos,,5,,
9999,36954,reveal,,5,,
9999,44440,quem-sao-elas,,5,,
9999,53753,lachampionsliga,,5,,
9999,53764,victores-sumus,,5,,
9999,54179,thekillaz,,5,,
9999,56176,sabre,,5,,
9999,56506,modeame,,5,13290,modeame
9999,14196,gameagents,,5,,
9999,34646,legion-gaming,,5,,
9999,42415,bad-news-capybaras,,5,,
9999,35508,wild-multigaming,,5,,
9999,36971,777,,5,,
9999,41979,72c,,5,,
9999,42907,e9,,5,,
9999,54167,nitro-gg,,5,,
9999,55679,super-evil-gang,,5,,
9999,55717,cs2news-ladies,,5,,
9999,55771,akuma,,5,,
9999,31280,hyperion,,5,,
9999,43235,linx legacy,,5,,
9999,49579,qmistry,,5,13245,qmistry
9999,54381,20-70,,5,,
9999,55586,mega-juners,,5,,
9999,30741,myinsanity,,5,,
9999,50676,wave-esports,,5,,
9999,52388,oddik academy,,5,,
9999,54674,fisher-college,,5,12769,fisher-college
9999,28310,illuminar-gaming,,5,,
9999,37301,9z academy,,5,,
9999,41310,the,,5,,
9999,50977,back2thegame,,5,,
9999,54774,northern lights,,5,13049,northern-lights
9999,55038,delta,,5,,
9999,48096,roundsgg,,5,,
9999,55187,voltant,,5,,
9999,55543,messitas,,5,,
9999,30819,gtz-esports,,5,,
9999,43297,eternal-fire-academy,,5,,
9999,49998,preasy,,5,12334,preasy
9999,51376,metizport-x,,5,,
9999,36662,sissi-state-punks,,5,,
9999,39263,northern-legacy,,5,,
9999,55910,skinvault-gaming,,5,,
9999,23619,infurity-gaming,,5,,
9999,32384,coluant,,5,,
9999,44335,nalakuvara-gaming,,5,,
9999,49442,the-last-resort,,5,,
9999,54379,copenhagen-wolves-academy,,5,,
9999,55585,brave-bears,,5,,
9999,41160,doxa-gaming,,5,,
9999,9605,peep,,5,12877,peep
9999,55486,looking4org,,5,,
9999,49575,dxa-esports,,5,,
9999,8677,snogard-dragons,,5,,
9999,46900,center-gaming,,5,,
9999,56178,abyss-team,,5,,
9999,50525,vantage-esports,,5,,
9999,41913,vanir,,5,,
9999,50912,capivaras,,5,,
9999,55746,nyx-empyre,,5,,
9999,21908,nomads,,5,,
9999,36682,unity,,5,12267,unity
9999,52414,underground,,5,,
9999,37333,anonymo-esports,,5,,
9999,37432,foxed-gaming,,5,,
9999,50361,martians,,5,,
9999,55491,justice-for-tomorrow,,5,,
9999,47246,viperio,,5,,
9999,50177,mantra,,5,,
9999,51179,might,,5,12483,might
9999,55436,golden-horde,,5,,
9999,55485,harizma,,5,,
9999,40559,glore,,5,,
9999,46254,jano-esports,,5,,
9999,44281,velox-argentina,,5,,
9999,37065,infinite-gaming,,5,,
9999,30330,incontrol,,5,7720,incontrol
9999,31066,lilmix,,5,,
9999,25684,5balls,,5,,
9999,25299,dark-tigers,,5,,
9999,43784,floripa-stars,,5,,
9999,33321,peeker-s-advantage,,5,,
9999,51637,the-qube-esports,,5,,
9999,22719,ha-masse,,5,,
9999,32790,royal,,5,,
9999,18961,LPH,,5,13279,lph
9999,,ex heroic academy,,5,13431,ex-heroic-academy
